"RMS Level -> Smooth","0 deg",
608.118630925528,99.984985921692,
616.675266434856,100.101446137443,
625.35229952373,100.248423483966,
634.151424266547,100.406649650166,
643.074358574466,100.552876918241,
652.122844530804,100.667682333059,
661.298648731153,100.741444148894,
670.603562628285,100.776835021898,
680.039402881912,100.787246243429,
689.60801171336,100.791311992828,
699.31125726524,100.80510818903,
709.151033966181,100.835540940477,
719.129262900685,100.87876169371,
729.247892184199,100.924473381124,
739.508897343454,100.962827158139,
749.914281702166,100.989160402354,
760.46607677215,101.004052164793,
771.166342649952,101.009910642482,
782.017168419054,101.007936951072,
793.020672557736,100.998857671341,
804.179003352686,100.987066654746,
815.49433931842,100.983537623285,
826.968889622607,101.002274282023,
838.604894517384,101.050434199236,
850.404625776733,101.120435295234,
862.370387140011,101.193939483738,
874.504514761731,101.257504655247,
886.809377667657,101.317386121476,
899.287378217333,101.398475080935,
911.940952573103,101.522772339564,
924.772571175746,101.683345717956,
937.784739226793,101.841355191555,
950.979997177634,101.953202058872,
964.360921225507,102.004093311132,
977.930123816469,102.019894528301,
991.690254155437,102.044694846266,
1005.64399872341,102.09674235525,
1019.79408180198,102.143959132673,
1034.14326600518,102.129318199283,
1048.69435281889,102.024105062582,
1063.45018314776,101.86466311731,
1078.41363786987,101.742591783197,
1093.58763839917,101.740211616617,
1108.97514725587,101.859040357786,
1124.57916864481,102.02600292567,
1140.40274904199,102.172441602857,
1156.4489777894,102.295822582047,
1172.72098769809,102.450309780522,
1189.22195565988,102.675236362391,
1205.95510326759,102.930904181294,
1222.92369744397,103.120503236882,
1240.1310510796,103.174074033088,
1257.58052367961,103.106528285868,
1275.27552201962,103.00234945009,
1293.21950081086,102.934917211019,
1311.41596337468,102.901204168301,
1329.86846232646,102.856516858353,
1348.58060026928,102.792249228657,
1367.55603049725,102.74398609711,
1386.79845770876,102.732105658672,
1406.3116387298,102.729646004485,
1426.09938324738,102.696191155087,
1446.16555455339,102.618355453021,
1466.51407029879,102.512337939824,
1487.14890325852,102.396877785189,
1508.07408210712,102.264216540317,
1529.29369220526,102.090125386599,
1550.81187639738,101.88380058686,
1572.6328358205,101.696143955893,
1594.76083072445,101.553151043219,
1617.20018130362,101.431721356567,
1639.95526854043,101.317206894276,
1663.03053506062,101.206870565006,
1686.43048600069,101.07738371572,
1710.15968988738,100.930483646848,
1734.22277952968,100.802916292232,
1758.62445292328,100.684181621675,
1783.36947416783,100.534386862659,
1808.46267439702,100.36128300535,
1833.90895272184,100.185761333787,
1859.71327718704,100.025185022426,
1885.88068574108,99.9276484182068,
1912.41628721971,99.9192602395653,
1939.32526234342,99.9761740387926,
1966.61286472891,100.069003742404,
1994.28442191477,100.194899943092,
2022.34533640161,100.381874121103,
2050.80108670685,100.609166760125,
2079.65722843429,100.819630426601,
2108.91939535881,101.03531943954,
2138.59330052626,101.295729944451,
2168.68473736884,101.603568658493,
2199.19958083625,101.993211493134,
2230.14378854264,102.466393129883,
2261.52340192977,102.958205200812,
2293.34454744652,103.439238975586,
2325.61343774501,103.895651361616,
2358.33637289353,104.283851861486,
2391.51974160652,104.593259049893,
2425.17002249193,104.832162218197,
2459.29378531602,104.988301511654,
2493.89769228608,105.069345384173,
2528.98849935109,105.083765515549,
2564.57305752076,105.028149811232,
2600.65831420308,104.927499946769,
2637.25131456071,104.812802084327,
2674.35920288647,104.693810968797,
2711.98922399812,104.56799514392,
2750.14872465289,104.437679005221,
2788.84515498176,104.302897522002,
2828.08606994406,104.172060390213,
2867.87913080241,104.063562601063,
2908.23210661856,103.978184455261,
2949.15287577011,103.911426608758,
2990.64942748872,103.852740980312,
3032.72986341988,103.810116156688,
3075.40239920462,103.788450295907,
3118.67536608357,103.790767342702,
3162.55721252344,103.820186392622,
3207.05650586654,103.86935166682,
3252.18193400341,103.947282923382,
3297.942307069,104.045288499829,
3344.34655916277,104.168921031522,
3391.4037500929,104.315104209318,
3439.12306714515,104.467674892179,
3487.51382687652,104.611430196835,
3536.58547693419,104.742628669492,
3586.34759790005,104.845527046301,
3636.80990516119,104.907825744393,
3687.98225080667,104.938891735817,
3739.87462555105,104.933106364775,
3792.4971606849,104.893182728691,
3845.86013005282,104.833589440076,
3899.97395205929,104.763145849404,
3954.84919170268,104.690319134896,
4010.49656263795,104.627175040578,
4066.92692926836,104.573890754812,
4124.15130886656,104.531381245127,
4182.18087372562,104.504417449557,
4241.0269533402,104.488471674356,
4300.70103661856,104.477769695396,
4361.21477412554,104.467274318005,
4422.57998035726,104.457009872813,
4484.80863604764,104.454211184795,
4547.91289050757,104.462485524341,
4611.90506399685,104.479245330368,
4676.79765012957,104.502443973353,
4742.60331831332,104.524309278436,
4809.33491622272,104.536869978657,
4877.00547230777,104.53338193494,
4945.62819833743,104.513705986337,
5015.21649197913,104.476933931626,
5085.78393941439,104.422609906564,
5157.3443179914,104.35058455535,
5229.91159891485,104.255378753968,
5303.49994997362,104.132046709146,
5378.12373830683,103.985893124079,
5453.79753320885,103.826307048255,
5530.53610897378,103.650833244022,
5608.35444777989,103.446137211737,
5687.26774261471,103.198227673849,
5767.29140024127,102.900826310568,
5848.44104420604,102.565111458604,
5930.73251788923,102.213110057174,
6014.18188759801,101.863188413044,
6098.80544570321,101.514165189423,
6184.61971382022,101.170926937891,
6271.64144603458,100.859570616351,
6359.88763217304,100.613908370152,
6449.37550112053,100.424044670536,
6540.12252418393,100.259124419824,
6632.14641850307,100.100892064903,
6725.46515050978,99.9440066296075,
6820.0969394356,99.8005159732847,
6916.06026086882,99.6797638350604,
7013.37385036162,99.5720187005466,
7112.05670708789,99.467956503654,
7212.12809755262,99.3899902025442,
7313.6075593534,99.3661348971,
7416.51490499484,99.4068353380914,
7520.87022575678,99.4979480945248,
7626.69389561675,99.6214198658788,
7734.00657522779,99.7687157754466,
7842.82921595211,99.9291606512572,
7953.1830639516,100.097943122712,
8065.08966433585,100.283157491789,
8178.57086536853,100.47976256542,
8293.64882273297,100.672471639541,
8410.3460038578,100.860157623584,
8528.68519230335,101.040206793764,
8648.6894922099,101.203316251008,
8770.38233280841,101.347222959112,
8893.78747299476,101.471319432891,
9018.92900596839,101.572191362985,
9145.83136393616,101.654997234172,
9274.5193228824,101.721890020377,
9405.01800740609,101.770514609068,
9537.35289562612,101.805621888269,
9671.54982415552,101.834073630923,
9807.63499314576,101.864852340577,
9945.63497140191,101.907968448367,
10085.5767015699,101.969568870524,
10227.4875053967,102.05088182614,
10371.3950890646,102.152448397128,
10517.3275486002,102.267890160209,
10665.31337536,102.389530589391,
10815.3814615932,102.514735939314,
10967.5611060819,102.643762984057,
11121.8820198618,102.773817015843,
11278.3743320228,102.903927243968,
11437.0685955911,103.035976061364,
11597.9957934944,103.169735430723,
11761.1873446111,103.308397823515,
11926.6751099038,103.454387399914,
12094.4913986406,103.60129389435,
12264.6689747024,103.744198088249,
12437.2410629796,103.879941050597,
12612.2413558593,103.999299734401,
12789.7040198029,104.097836516308,
12969.6637020167,104.179132100591,
13152.1555372164,104.249413654611,
13337.2151544866,104.318959423217,
13524.8786842369,104.402289407747,
13715.182765256,104.512412248937,
13908.1645518649,104.658933736076,
14103.8617211704,104.846043284491,
14302.3124804217,105.074277850186,
14503.5555744694,105.343676942629,
14707.63029333,105.645389106029,
14914.5764798568,105.947063147966,
15124.4345375189,106.198309065492,
15337.2454382888,106.396041026141,
15553.0507306424,106.61547715994,
15771.8925476702,106.891483499865,
15993.8136153036,107.191366046178,
16218.8572606561,107.479206413148,
16447.0674204831,107.730114476509,
16678.4886497591,107.943713691881,
16913.1661303771,108.146544973971,
17151.1456799694,108.329917512802,
17392.4737608531,108.451642051348,
17637.1974891011,108.502203341102,
17885.364643741,108.500439150264,
18137.0236760831,108.463406214716,
18392.2237191802,108.370027283945,
18651.0145974197,108.202191414453,
18913.4468362518,108.008378070869,
19179.5716720533,107.857767184697,
19449.441062131,107.750791405192,
19723.1076948661,107.649587337943,
20000.625,107.496090700478,

"RMS Level -> Smooth","15 deg",
Ch1,,
X,Y,
Hz,dBSPL,
18.75,70.6369011575358,
20.625,71.3760090768044,
22.5,72.0602919594033,
24.375,72.6774871476084,
24.4510476316561,72.7058324964562,
24.7950902111227,72.8294775392771,
25.1439736995871,72.9145110958951,
25.4977662118738,72.9724061250417,
25.8565368212285,73.0748844428628,
26.2203555728034,73.2197153878327,
26.589293497333,73.3555894039454,
26.9634226250017,73.4383363125274,
27.3428159995066,73.4860607767065,
27.7275476923185,73.5745078498106,
28.1176928171432,73.7239744947528,
28.5133275445868,73.8561202091796,
28.9145291170263,73.9218993811068,
29.3213758636911,73.9690044544517,
29.7339472159547,74.0705953988038,
30.1523237228433,74.2195296210902,
30.5765870667619,74.3161870337944,
31.0068200794412,74.363240591002,
31.44310675811,74.4304734723333,
31.8855322818941,74.5584467294259,
32.3341830284464,74.668045215046,
32.7891465908112,74.7226562856039,
33.2505117945257,74.7805256145698,
33.7183687149614,74.8861035304608,
34.1928086949106,74.9865456729863,
34.6739243624199,75.0431183631921,
35.1618096488741,75.1014905708423,
35.6565598073356,75.1915697812136,
36.158271431141,75.2722159063892,
36.6670424727596,75.3259134733512,
37.1829722629174,75.3856443309141,
37.7061615299902,75.4589406715361,
38.2367124196694,75.5197612771736,
38.7747285149042,75.569661773649,
39.3203148561256,75.6232989620322,
39.8735779617533,75.6771536851006,
40.4346258489924,75.7236594336923,
41.0035680549224,75.7646305053547,
41.5805156578826,75.8032861146789,
42.1655812991588,75.8412086630343,
42.7588792049749,75.872175590118,
43.3605252087941,75.896404477759,
43.970636773934,75.9205176046204,
44.5893330164994,75.9390512536264,
45.2167347286383,75.9498677812421,
45.8529644021251,75.9577446375258,
46.498146252275,75.9604990332961,
47.1524062421961,75.957218303051,
47.8158721073814,75.9467103611558,
48.4886733806475,75.9319500495766,
49.1709414174245,75.9123344398761,
49.8628094214011,75.8809482374366,
50.564412470531,75.8489240461265,
51.2758875434048,75.8085111675169,
51.9973735459936,75.7563793942525,
52.7290113387683,75.7062820546028,
53.4709437642005,75.6408893664754,
54.2233156746511,75.5720139471665,
54.9862739606505,75.4988509219478,
55.759967579577,75.4124908508232,
56.5445475847386,75.327231069112,
57.3401671548644,75.2314223453318,
58.1469816240107,75.1323985258306,
58.9651485118876,75.0310802265492,
59.7948275546128,74.924990614024,
60.636180735898,74.8207493666098,
61.4893723186738,74.71806938054,
62.3545688771604,74.6188783115186,
63.231939329388,74.5312512067194,
64.1216549701768,74.4522085255107,
65.0238895045796,74.3943948255912,
65.9388190817951,74.3558067539573,
66.866622329559,74.3470685469019,
67.8074803890188,74.3714477831446,
68.761576950099,74.4331559912602,
69.7290982873636,74.5407368960786,
70.7102332963849,74.6905930299624,
71.7051735306216,74.8931474329305,
72.7141132388178,75.1388094259426,
73.7372494029272,75.4348829266603,
74.7747817765712,75.770481053003,
75.8269129240382,76.1462692752159,
76.8938482598313,76.5537924611794,
77.9757960887732,76.9889449953004,
79.0729676466745,77.4445105243272,
80.1855771415748,77.9169112637385,
81.3138417955641,78.3991184250438,
82.4579818871921,78.887301223955,
83.6182207944752,79.3800171216516,
84.7947850385075,79.8684706826169,
85.9879043276865,80.3566536495025,
87.1978116025602,80.8379168307209,
88.4247430813058,81.3104926665706,
89.6689383058482,81.7765338369339,
90.930640188627,82.2309663886312,
92.2100950600224,82.6743858796594,
93.5075527164476,83.1071644615989,
94.8232664691183,83.5269972254227,
96.1574931935081,83.9342992178956,
97.5104933795003,84.328968809957,
98.882531182245,84.7100885595025,
100.273874473732,85.0779426858252,
101.684794895088,85.4325280072238,
103.115567909613,85.7732893673132,
104.566472856559,86.1002807687421,
106.037793005668,86.413810199775,
107.529815612478,86.7138029648806,
109.042831974402,87.0001268041229,
110.577137487604,87.2729287603703,
112.133031704669,87.532478965436,
113.710818393086,87.7789997057782,
115.310805594558,88.0127231212788,
116.933305685137,88.2339948042792,
118.578635436218,88.4432942758729,
120.247116076381,88.6412162820583,
121.939073354104,88.8284734956374,
123.654837601367,89.0059239037812,
125.394743798139,89.1746019929611,
127.159131637784,89.33574261498,
128.948345593375,89.4907976786721,
130.762734984955,89.6414473582149,
132.602654047732,89.789604319228,
134.468462001238,89.9374068501162,
136.360523119466,90.0871959525753,
138.279206801988,90.2414717804209,
140.224887646075,90.4028259875426,
142.197945519828,90.5738486483209,
144.198765636352,90.7570115847083,
146.227738628953,90.9545340932815,
148.285260627411,91.1682415661524,
150.371733335316,91.3994311909959,
152.487564108495,91.6487606084544,
154.633166034547,91.9161742998432,
156.808958013486,92.2008785046688,
159.015364839531,92.5013689770999,
161.252817284038,92.8155075010689,
163.521752179606,93.1406352785847,
165.822612505359,93.4737080657074,
168.155847473433,93.8114389324924,
170.521912616681,94.1504349282956,
172.921269877605,94.4873155780346,
175.354387698549,94.8188083848515,
177.821741113152,95.1418211869587,
180.323811839095,95.4534921030348,
182.861088372149,95.7512224577277,
185.434066081544,96.0326967641422,
188.043247306691,96.2958933774028,
190.689141455247,96.5390934945593,
193.372265102579,96.7608913655949,
196.093142092612,96.9602088997873,
198.852303640108,97.1363188757439,
201.650288434373,97.2888790842554,
204.487642744432,97.4179784085386,
207.364920525682,97.524196394978,
210.28268352804,97.608674320325,
213.241501405621,97.6731940603216,
216.241951827956,97.7202562958006,
219.284620592768,97.7531438091629,
222.37010174035,97.7759484548295,
225.498997669535,97.7935328835448,
228.671919255312,97.8113935412942,
231.889485968091,97.8353940210671,
235.15232599464,97.871353093226,
238.46107636074,97.9245028746594,
241.816383055547,97.9988762829412,
245.218901157716,98.0967257664981,
248.669294963298,98.2180964056134,
252.168238115433,98.3606579510866,
255.71641373587,98.5198414575306,
259.314514558337,98.6892486429324,
262.963243063789,98.8612390911784,
266.663311617556,99.0275763030455,
270.415442608428,99.180031033531,
274.220368589683,99.3108831878671,
278.078832422117,99.4133104121048,
281.991587419073,99.4816875724213,
285.959397493515,99.511841473826,
289.983037307173,99.5013107976148,
294.063292421786,99.4496550526763,
298.200959452472,99.3588380739711,
302.396846223255,99.2336757733311,
306.651771924782,99.0822745239492,
310.966567274263,98.9162878311388,
315.342074677651,98.7506967876638,
319.779148394116,98.6027369506302,
324.278654702823,98.4896837876682,
328.841472072067,98.4256133092091,
333.468491330775,98.4179287607705,
338.160615842436,98.4649700696688,
342.918761681464,98.5558248276397,
347.743857812054,98.6724642610506,
352.636846269548,98.7932483410278,
357.598682344353,98.8964868556382,
362.630334768453,98.9631858640367,
367.732785904536,98.9788139450376,
372.907031937792,98.9344041397772,
378.154083070399,98.8274438619484,
383.474963718757,98.6628848699558,
388.87071271349,98.4542984567354,
394.34238350226,98.2246859150614,
399.891044355444,98.0057453665098,
405.517778574698,97.8338826974947,
411.223684704453,97.7419872983557,
417.009876746397,97.748888582154,
422.877484376964,97.8518767874751,
428.827653167893,98.0273525267185,
434.861544809881,98.2392623489698,
440.980337339389,98.4499609153215,
447.185225368639,98.6284236681491,
453.477420318846,98.7543088217824,
459.85815065673,98.818976800598,
466.328662134359,98.8249950862976,
472.890218032364,98.7849113016187,
479.544099406582,98.7192135056104,
486.291605338157,98.6529468130359,
493.134053187176,98.6107426302876,
500.072778849862,98.6111153317275,
507.10913701939,98.6621184065282,
514.244501450375,98.7604719736372,
521.480265227075,98.8944985975962,
528.817841035376,99.0490112597736,
536.258661438597,99.2095995077429,
543.804179157182,99.364795424732,
551.455867352323,99.5061345471141,
559.21521991357,99.6271129975205,
567.083751750503,99.722260818835,
575.062999088488,99.7872056346258,
583.15451976861,99.81995913159,
591.35989355182,99.8229728414306,
599.680722427358,99.8049589890904,
608.118630925528,99.7811574004106,
616.675266434856,99.7708508703311,
625.35229952373,99.7919152927457,
634.151424266547,99.8541599726518,
643.074358574466,99.9549446573323,
652.122844530804,100.079910242551,
661.298648731153,100.208434234927,
670.603562628285,100.320542887805,
680.039402881912,100.401984590512,
689.60801171336,100.446220705462,
699.31125726524,100.454038611098,
709.151033966181,100.432248133554,
719.129262900685,100.392508017619,
729.247892184199,100.350131004072,
739.508897343454,100.321539990462,
749.914281702166,100.319290864396,
760.46607677215,100.34614801785,
771.166342649952,100.392823230183,
782.017168419054,100.44351983701,
793.020672557736,100.488040594193,
804.179003352686,100.533116724598,
815.49433931842,100.603286245726,
826.968889622607,100.725576956081,
838.604894517384,100.905067047934,
850.404625776733,101.112454320826,
862.370387140011,101.29831046612,
874.504514761731,101.423249597988,
886.809377667657,101.480900826993,
899.287378217333,101.498797821996,
911.940952573103,101.514892220356,
924.772571175746,101.544225058951,
937.784739226793,101.566261845514,
950.979997177634,101.548912474428,
964.360921225507,101.486248374088,
977.930123816469,101.411286173789,
991.690254155437,101.36523049927,
1005.64399872341,101.348466507366,
1019.79408180198,101.31272476238,
1034.14326600518,101.213857430525,
1048.69435281889,101.071728829219,
1063.45018314776,100.972055706762,
1078.41363786987,100.990525440586,
1093.58763839917,101.114497747733,
1108.97514725587,101.271494443961,
1124.57916864481,101.423536575328,
1140.40274904199,101.596340278877,
1156.4489777894,101.815721047576,
1172.72098769809,102.045615506521,
1189.22195565988,102.21503480275,
1205.95510326759,102.289108127918,
1222.92369744397,102.292501488538,
1240.1310510796,102.272798497652,
1257.58052367961,102.260809175122,
1275.27552201962,102.272544937682,
1293.21950081086,102.32111659674,
1311.41596337468,102.395585827586,
1329.86846232646,102.446792855534,
1348.58060026928,102.428929409876,
1367.55603049725,102.348752001682,
1386.79845770876,102.250482851108,
1406.3116387298,102.153382075391,
1426.09938324738,102.030229772325,
1446.16555455339,101.850614933452,
1466.51407029879,101.618352865585,
1487.14890325852,101.367467800127,
1508.07408210712,101.144971250611,
1529.29369220526,100.992794335494,
1550.81187639738,100.921748448102,
1572.6328358205,100.90018849564,
1594.76083072445,100.874156129997,
1617.20018130362,100.802610850126,
1639.95526854043,100.692784563754,
1663.03053506062,100.596957556137,
1686.43048600069,100.540926710138,
1710.15968988738,100.484102508967,
1734.22277952968,100.391800238421,
1758.62445292328,100.284283075096,
1783.36947416783,100.182811740759,
1808.46267439702,100.08274572488,
1833.90895272184,99.9883958698928,
1859.71327718704,99.9043225730068,
1885.88068574108,99.8250580611093,
1912.41628721971,99.7774623517088,
1939.32526234342,99.7989169029352,
1966.61286472891,99.8563670066464,
1994.28442191477,99.8845390354075,
2022.34533640161,99.8934227184994,
2050.80108670685,99.945684463514,
2079.65722843429,100.063643902886,
2108.91939535881,100.236723748236,
2138.59330052626,100.45283394922,
2168.68473736884,100.704670333172,
2199.19958083625,101.035744973352,
2230.14378854264,101.505567681332,
2261.52340192977,102.06809319363,
2293.34454744652,102.608707142155,
2325.61343774501,103.086595281035,
2358.33637289353,103.504849233707,
2391.51974160652,103.837426797297,
2425.17002249193,104.088943711022,
2459.29378531602,104.263139106088,
2493.89769228608,104.3327063881,
2528.98849935109,104.32261438444,
2564.57305752076,104.269095469696,
2600.65831420308,104.172854663595,
2637.25131456071,104.039034259081,
2674.35920288647,103.893762857682,
2711.98922399812,103.751341080397,
2750.14872465289,103.626699233664,
2788.84515498176,103.511390205066,
2828.08606994406,103.383191788538,
2867.87913080241,103.268543147588,
2908.23210661856,103.174247270283,
2949.15287577011,103.096271585329,
2990.64942748872,103.025213503059,
3032.72986341988,102.956847609693,
3075.40239920462,102.894225729803,
3118.67536608357,102.854643686443,
3162.55721252344,102.835485449109,
3207.05650586654,102.821942458344,
3252.18193400341,102.810094608722,
3297.942307069,102.825833661705,
3344.34655916277,102.885491188168,
3391.4037500929,102.960507223439,
3439.12306714515,103.041919651679,
3487.51382687652,103.127959081008,
3536.58547693419,103.207279407754,
3586.34759790005,103.254431581082,
3636.80990516119,103.289633675066,
3687.98225080667,103.309905218685,
3739.87462555105,103.30588204271,
3792.4971606849,103.291369642742,
3845.86013005282,103.274708854472,
3899.97395205929,103.240094426897,
3954.84919170268,103.183538062321,
4010.49656263795,103.119767029705,
4066.92692926836,103.03686755336,
4124.15130886656,102.942761491373,
4182.18087372562,102.835182915779,
4241.0269533402,102.701760851731,
4300.70103661856,102.546468023697,
4361.21477412554,102.388798638277,
4422.57998035726,102.248660053317,
4484.80863604764,102.14963336455,
4547.91289050757,102.098493279005,
4611.90506399685,102.081288073074,
